Date_Price;AAVEUSDT;ACMUSDT;ADAUSDT;ADXUSDT;AGLDUSDT;ALGOUSDT;ALICEUSDT;ALPACAUSDT;ALPHAUSDT;AMPUSDT;ANKRUSDT;ANTUSDT;ARDRUSDT;ARPAUSDT;ARUSDT;ASRUSDT;ATAUSDT;ATOMUSDT;AUCTIONUSDT;AUDIOUSDT;AVAXUSDT;AXSUSDT;BADGERUSDT;BALUSDT;BANDUSDT;BARUSDT;BATUSDT;BCHUSDT;BEAMUSDT;BELUSDT;BETAUSDT;BICOUSDT;BLZUSDT;BNBUPUSDT;BNBUSDT;BNTUSDT
16/07/2022;92,9;3,406;0,4578;0,1825;0,408;0,3405;2,234;0,2375;0,1251;0,00906;0,02784;1,77;0,1034;0,03684;15,93;3,112;0,165;9,237;5,83;0,343;21,25;14,37;4;5,22;1,421;4,39;0,3989;109,5;0,202;0,789;0,11419;0,519;0,0927;27,58;249,8;0,494
17/07/2022;88,2;3,223;0,4478;0,1853;0,395;0,3365;2,174;0,2339;0,1264;0,00893;0,02739;1,711;0,1016;0,03622;15,43;3,087;0,1644;8,921;5,98;0,354;20,63;14,52;3,8;5,07;1,382;4,32;0,3834;110,3;0,1816;0,776;0,10626;0,507;0,0915;27,3;247,8;0,478
18/07/2022;96,2;3,316;0,4904;0,1888;0,426;0,3595;2,362;0,246;0,1391;0,00929;0,02916;1,913;0,1085;0,03897;16,47;3,189;0,1813;9,577;6,27;0,396;23,95;16,36;3,89;5,73;1,509;4,43;0,4143;121,4;0,1916;0,817;0,1185;0,553;0,0988;30,49;264,1;0,532
19/07/2022;95,7;3,347;0,5152;0,1893;0,438;0,372;2,443;0,2544;0,1428;0,00946;0,03157;1,888;0,1114;0,03987;15,5;3,197;0,1856;10,519;6,12;0,404;24,72;16,84;4,24;5,68;1,62;4,48;0,43;128,3;0,1913;0,821;0,12413;0,569;0,102;31,47;268,6;0,53
20/07/2022;90,8;3,214;0,491;0,1737;0,399;0,3446;2,454;0,2428;0,1321;0,00934;0,03003;1,756;0,1063;0,03725;13,83;3,11;0,1683;9,68;5,94;0,383;23,59;15,56;3,95;5,34;1,502;4,23;0,3928;121,7;0,1762;0,761;0,11432;0,524;0,0968;29,25;258,2;0,506
21/07/2022;95,4;3,334;0,4993;0,179;0,422;0,3492;2,522;0,246;0,1352;0,00924;0,02999;1,777;0,1077;0,037;14,22;3,223;0,1721;11,051;6,2;0,388;24,99;15,78;3,91;5,68;1,519;4,36;0,4018;123,1;0,1832;0,76;0,12149;0,529;0,0984;30,76;265,6;0,514
22/07/2022;89,6;3,265;0,4828;0,187;0,4;0,3375;2,354;0,2461;0,1298;0,00895;0,02886;1,686;0,1054;0,03598;13,38;3,129;0,1766;10,642;6,09;0,366;23,63;15,36;3,77;5,46;1,5;4,27;0,387;123,3;0,1761;0,742;0,1168;0,584;0,111;30,28;262,4;0,497
23/07/2022;89,4;3,235;0,517;0,1818;0,447;0,3348;2,37;0,2425;0,1334;0,00907;0,02899;1,726;0,1063;0,03611;13,65;3,133;0,1859;10,118;6,19;0,321;23,6;18,21;3,73;5,46;1,575;4,35;0,3874;122,4;0,1768;0,757;0,12214;0,625;0,1005;29,51;259,2;0,507
24/07/2022;90,6;3,263;0,512;0,1792;0,423;0,3402;2,362;0,2519;0,1346;0,00896;0,02885;1,711;0,1066;0,03582;13,31;3,162;0,177;9,976;6,21;0,35;23,79;17,23;3,77;5,69;1,568;4,33;0,3876;131,9;0,1775;0,75;0,1229;0,58;0,1007;29,94;261,4;0,529
25/07/2022;81,3;3,228;0,4752;0,1671;0,429;0,3119;2,171;0,2404;0,1211;0,00842;0,0267;1,585;0,0984;0,03376;12,66;3,091;0,1628;8,98;5,95;0,315;20,92;15,31;3,78;5,02;1,399;4,26;0,3584;118;0,1578;0,693;0,11209;0,526;0,091;26,5;244,6;0,489
26/07/2022;81,1;3,261;0,4677;0,1634;0,415;0,3113;2,206;0,24;0,121;0,00837;0,02692;1,614;0,0984;0,03316;12,3;3,178;0,1627;9,222;5,9;0,317;20,71;15,14;4,11;5,03;1,411;4,36;0,3666;118,9;0,1669;0,678;0,11343;0,538;0,0902;27,5;249,4;0,489
27/07/2022;94,7;3,422;0,5111;0,1735;0,448;0,3288;2,54;0,2502;0,1279;0,00856;0,02875;1,723;0,1049;0,03571;14,46;3,31;0,1719;10,31;6,28;0,336;23,39;16,78;4,3;6,06;1,523;4,6;0,3961;127,4;0,1777;0,728;0,12061;0,577;0,0983;32,07;271,6;0,515
28/07/2022;100,5;3,498;0,513;0,1817;0,467;0,3365;2,778;0,2558;0,138;0,00892;0,03003;1,89;0,1071;0,03852;13,98;3,357;0,2132;10,865;8,23;0,348;24,2;17,15;4,4;6,14;1,751;4,77;0,4085;155,8;0,1804;0,845;0,12806;0,575;0,1042;33,28;277,2;0,546
29/07/2022;95,5;3,803;0,5218;0,1833;0,472;0,3369;2,846;0,27;0,1677;0,00891;0,02976;1,992;0,1059;0,03881;13,52;3,861;0,198;11,169;9,1;0,344;24,49;18,23;5,15;6,16;1,667;5,15;0,4024;151,9;0,1786;0,888;0,1353;0,619;0,101;36,69;293,6;0,56
30/07/2022;95,2;3,684;0,5263;0,1839;0,459;0,3377;2,832;0,2641;0,1559;0,009;0,02982;1,971;0,106;0,03849;14,72;3,749;0,2164;10,705;8,06;0,346;24,23;19,11;4,67;6,36;1,791;5,03;0,405;145,5;0,1875;0,884;0,13278;0,592;0,1051;35,44;287,8;0,571
31/07/2022;97,6;3,71;0,5161;0,1953;0,463;0,3361;2,873;0,2658;0,1516;0,00908;0,03025;1,956;0,1112;0,03854;15,47;3,679;0,2082;10,351;7,75;0,345;23,72;18,04;4,49;6,17;1,679;5,07;0,399;139,3;0,1912;0,861;0,1459;0,625;0,102;34,57;283,4;0,563
01/08/2022;96,6;3,934;0,5124;0,1928;0,472;0,3425;2,929;0,2651;0,1614;0,00844;0,0319;2,031;0,1157;0,04124;14,44;3,849;0,219;10,396;8;0,361;23,57;17,81;4,72;6,3;1,707;5,81;0,4184;137,9;0,1985;0,861;0,13561;0,619;0,106;34,56;283,2;0,556
02/08/2022;93,5;3,985;0,4963;0,1859;0,445;0,3266;2,719;0,3428;0,1623;0,00837;0,03148;1,951;0,1125;0,03954;13,9;3,883;0,2075;9,914;8,12;0,339;22,85;17,21;4,75;5,93;1,635;5,73;0,3971;133,7;0,1871;0,823;0,13139;0,612;0,1005;34,53;283,8;0,541
03/08/2022;94,9;3,978;0,5005;0,1836;0,44;0,3266;2,702;0,2913;0,1626;0,00819;0,03155;1,926;0,1113;0,04116;13,98;3,826;0,2112;10,159;10,77;0,338;23,04;17,19;4,63;5,94;1,689;5,82;0,3955;133,9;0,1872;0,816;0,14473;0,604;0,0982;37,58;297,5;0,545
04/08/2022;96,4;3,83;0,4997;0,183;0,439;0,3363;2,726;0,2835;0,1664;0,00819;0,03218;1,966;0,111;0,04214;14;3,844;0,2187;10,356;9,21;0,346;23,36;17,72;4,6;6,01;1,75;5,54;0,4032;134,3;0,1867;0,846;0,13888;0,597;0,1018;40,69;311,8;0,545
05/08/2022;102,8;3,946;0,5174;0,1963;0,459;0,3586;2,851;0,2839;0,1712;0,00842;0,03356;2,032;0,1162;0,04503;14,69;3,911;0,2217;10,967;10,65;0,369;24,95;18,46;4,76;6,34;1,832;5,7;0,429;142;0,1921;0,875;0,14285;0,671;0,1065;41,51;315,9;0,583
06/08/2022;99,1;3,961;0,5112;0,1921;0,453;0,3491;2,761;0,2771;0,1756;0,00833;0,03277;2,015;0,1138;0,04445;14,87;4,041;0,2256;10,631;10,6;0,365;26,63;17,95;4,7;6,18;1,831;5,75;0,432;141,3;0,1901;0,871;0,13811;0,651;0,1033;41,33;315,2;0,572
07/08/2022;101,3;4,058;0,5276;0,196;0,465;0,3559;2,794;0,2839;0,1751;0,00837;0,03312;2,08;0,1139;0,04401;14,65;4,147;0,2187;11,36;10;0,376;27,9;18,48;4,85;6,15;1,809;5,77;0,4294;141;0,1986;0,871;0,144;0,663;0,1022;43,13;322,8;0,592
08/08/2022;102,4;4,04;0,5371;0,1939;0,466;0,3629;2,9;0,2791;0,1731;0,00836;0,03324;2,102;0,115;0,04537;15,1;4,125;0,224;11,813;10,2;0,381;27,91;18,64;4,86;6,29;1,875;5,71;0,4368;143,6;0,2001;0,898;0,14594;0,666;0,1047;43,69;324,9;0,61
09/08/2022;97,9;3,927;0,5129;0,1899;0,432;0,3453;2,749;0,2718;0,1598;0,00824;0,03152;2,114;0,1108;0,04272;14,38;4,013;0,2079;11,386;10,29;0,361;27,42;17,58;5,01;5,94;1,766;5,51;0,4355;134,7;0,194;0,856;0,13807;0,624;0,0993;43,42;324,4;0,592
10/08/2022;111,1;4,046;0,5374;0,1972;0,456;0,3642;2,859;0,2824;0,1665;0,00836;0,03537;2,239;0,1161;0,04415;15,57;4,079;0,2172;11,973;10,62;0,379;29,18;18,53;5,18;6,43;1,853;5,68;0,4646;142,2;0,2029;0,88;0,14201;0,656;0,1044;44,48;328,8;0,614
11/08/2022;107,5;4,044;0,5303;0,1944;0,458;0,3611;2,858;0,2841;0,1602;0,00833;0,05202;2,172;0,1211;0,04395;14,77;4,034;0,2119;11,754;10,31;0,4;28,53;18,42;4,96;6,33;1,769;5,8;0,4599;142,9;0,2027;0,889;0,14544;0,648;0,1061;43,38;323,6;0,595
12/08/2022;114,7;4,151;0,5402;0,2042;0,475;0,3652;2,939;0,2891;0,1644;0,00836;0,04832;2,181;0,1293;0,0445;14,91;4,176;0,2157;12,05;10,71;0,409;29,34;18,65;4,84;7,2;1,803;6,32;0,4663;143,2;0,2033;0,944;0,14592;0,643;0,1083;44,35;327,9;0,606
13/08/2022;110,5;4,086;0,5593;0,2004;0,461;0,3683;2,882;0,291;0,1605;0,00829;0,04506;2,095;0,1234;0,04421;14,56;4,099;0,2135;11,902;10,47;0,4;29,16;19,25;4,86;7,13;1,825;6,12;0,4586;144,2;0,1966;0,912;0,1466;0,627;0,104;43,27;324,3;0,616
14/08/2022;107,5;4,154;0,5695;0,1902;0,479;0,3639;2,769;0,2872;0,1549;0,00822;0,04853;2,01;0,1246;0,04279;13,88;4,102;0,2059;11,583;10,3;0,377;28,18;18,57;4,63;6,75;1,729;6,12;0,444;139,5;0,1849;0,874;0,14134;0,608;0,0976;42,01;317,6;0,595
15/08/2022;107,1;4,131;0,5499;0,1901;0,449;0,3576;2,735;0,2755;0,1559;0,00822;0,04866;2,006;0,1244;0,04252;13,93;3,991;0,2068;11,4;9,93;0,368;27,88;18,18;4,51;6,78;1,703;6,38;0,4434;137,2;0,1806;0,87;0,13975;0,596;0,0957;42,45;319,5;0,579
16/08/2022;109,8;4,19;0,557;0,1886;0,447;0,3527;2,744;0,2712;0,1532;0,00828;0,05112;1,993;0,1232;0,04261;13,88;4,038;0,205;11,399;10,19;0,367;27,1;17,95;4,45;6,79;1,674;6,29;0,4304;136,4;0,1818;0,87;0,13773;0,589;0,0944;41,74;316,1;0,568
17/08/2022;100,2;4,144;0,5384;0,1813;0,419;0,3405;2,535;0,2602;0,143;0,00791;0,04673;1,863;0,1195;0,04387;13,18;3,89;0,1974;11,745;9,38;0,345;25,55;16,97;4,2;6,52;1,565;6,3;0,411;133,8;0,1791;0,804;0,13192;0,566;0,0853;39,41;306,9;0,541
18/08/2022;94,9;4,646;0,5119;0,1767;0,408;0,3336;2,389;0,2528;0,138;0,00764;0,0444;1,758;0,1175;0,0387;12,62;4,414;0,1821;11,442;8,8;0,328;24,21;16,13;4,05;6,19;1,473;6,95;0,3927;129,1;0,1759;0,741;0,12512;0,54;0,0783;37,63;298,1;0,529
19/08/2022;83,4;4,701;0,45;0,1587;0,359;0,3029;2,163;0,2312;0,1241;0,00702;0,03853;1,643;0,1087;0,03473;11,86;4,972;0,1622;10,753;7,68;0,302;22,44;14,2;3,69;5,59;1,324;6,87;0,3602;114,4;0,1517;0,676;0,1103;0,496;0,0787;33,33;279,1;0,476
20/08/2022;82,8;4,487;0,4508;0,1591;0,37;0,3002;2,151;0,2402;0,125;0,0071;0,03771;1,595;0,1086;0,03957;12,25;5,051;0,1727;10,233;8,14;0,301;22,3;14,12;3,72;5,67;1,298;6,33;0,3575;114,6;0,1608;0,722;0,1127;0,517;0,078;34,24;283,7;0,474
21/08/2022;86;4,479;0,4626;0,1649;0,391;0,3063;2,222;0,2483;0,1297;0,00718;0,03826;1,648;0,1104;0,03773;12,66;5,101;0,1722;10,642;8,2;0,308;22,97;14,45;3,92;6,14;1,354;6,35;0,3688;119,7;0,1679;0,722;0,11626;0,512;0,0798;38,25;301,9;0,491
22/08/2022;88,4;4,978;0,4615;0,1594;0,384;0,303;2,193;0,2452;0,1274;0,00696;0,03711;1,65;0,1084;0,03722;12,19;5,285;0,1683;11,09;7,81;0,304;22,55;14,24;3,87;6,28;1,349;7,03;0,3625;122,7;0,1643;0,704;0,11427;0,503;0,0777;37,82;300;0,491
23/08/2022;89,4;5,224;0,4658;0,163;0,383;0,3075;2,244;0,2538;0,1316;0,00706;0,03754;1,727;0,1117;0,03822;12,45;5,147;0,173;12,122;7,9;0,31;23,5;14,69;3,88;6,47;1,375;7,04;0,3717;133,3;0,1666;0,722;0,11769;0,514;0,0941;37,68;299,3;0,494
24/08/2022;88,5;4,876;0,4578;0,1653;0,373;0,3022;2,266;0,2548;0,1312;0,007;0,0402;1,68;0,1101;0,03776;12,46;4,9;0,1722;13,019;8,06;0,32;23,01;14,56;4,13;6,36;1,365;6,85;0,3678;130,4;0,1675;0,727;0,11673;0,51;0,126;37,18;296,4;0,486
25/08/2022;93,2;4,682;0,4645;0,1641;0,375;0,3071;2,289;0,261;0,134;0,00705;0,04099;1,755;0,1132;0,03876;12,29;4,711;0,1738;12,859;8,07;0,316;22,99;14,73;4,16;6,64;1,385;6,8;0,3729;130,6;0,172;0,734;0,11782;0,511;0,1203;38,2;301,2;0,495
26/08/2022;82,8;4,124;0,4316;0,1544;0,34;0,2828;2,045;0,2502;0,1194;0,00655;0,03704;1,535;0,1041;0,03584;11,12;4,149;0,1604;11,549;7,34;0,283;20,66;13,32;3,78;5,84;1,221;5,97;0,3368;116;0,1737;0,67;0,11205;0,478;0,1199;33,44;279,6;0,449
27/08/2022;82;4,212;0,4499;0,1588;0,347;0,2888;2,018;0,2501;0,1193;0,00662;0,03595;1,589;0,1032;0,03478;10,98;4,23;0,1592;11,171;7,33;0,283;20,03;13,79;3,79;5,96;1,221;6,22;0,3378;115,2;0,1678;0,659;0,11606;0,576;0,1088;33,19;277,9;0,457
28/08/2022;78,6;3,998;0,4293;0,1543;0,326;0,2824;1,946;0,2438;0,1147;0,00642;0,03558;1,513;0,1003;0,03464;10,28;4,096;0,1553;10,567;7,19;0,279;18,53;13,2;3,62;5,7;1,191;5,87;0,3279;112,6;0,1577;0,645;0,10858;0,499;0,1035;32,78;276,5;0,435
29/08/2022;85,8;4,177;0,4504;0,1587;0,35;0,298;2,088;0,2641;0,1258;0,00648;0,03685;1,66;0,1045;0,03648;10,9;4,266;0,1671;11,435;7,77;0,298;19,32;13,84;3,91;6,52;1,264;6,29;0,3469;119,5;0,1668;0,684;0,11346;0,523;0,1106;34,93;285,9;0,461
30/08/2022;84,5;4,099;0,4531;0,1539;0,333;0,2916;2,04;0,2576;0,1216;0,00618;0,03527;1,586;0,1052;0,0354;10,09;4,11;0,1637;11,927;7,97;0,285;19,39;13,86;3,69;6,65;1,239;6,03;0,3371;114,6;0,1613;0,669;0,11132;0,51;0,1019;33,98;281,6;0,447
31/08/2022;84,8;4,337;0,4462;0,1556;0,347;0,2885;2,013;0,2628;0,1219;0,00619;0,03536;1,658;0,1052;0,03517;9,97;4,449;0,1628;11,816;7,66;0,279;19,14;14,14;3,79;7,1;1,277;6,4;0,3354;115,2;0,1591;0,673;0,11217;0,506;0,0992;33,57;279,2;0,459
01/09/2022;86,4;4,31;0,4575;0,1602;0,345;0,2936;2,05;0,2669;0,1227;0,00618;0,03507;1,733;0,1038;0,03536;10,1;4,485;0,1599;12,733;7,62;0,283;19,33;14,02;3,96;7,8;1,292;6,87;0,3401;116,7;0,1694;0,674;0,11268;0,502;0,0983;33,26;278,3;0,469
02/09/2022;88,4;4,42;0,4543;0,1559;0,35;0,3023;2,035;0,2702;0,121;0,00603;0,03434;1,769;0,1037;0,03515;10,02;4,612;0,1528;12,611;7,57;0,28;18,86;14,03;3,99;7,69;1,311;6,91;0,3372;116,3;0,1655;0,668;0,11226;0,498;0,0961;32,94;277,5;0,466
03/09/2022;87,1;4,492;0,4803;0,1567;0,366;0,3032;2,049;0,2687;0,1185;0,00601;0,03445;1,844;0,1034;0,0355;10,14;4,797;0,1538;12,623;7,69;0,286;18,89;15,17;3,84;7,17;1,323;6,85;0,3356;117,8;0,1646;0,669;0,11119;0,501;0,0955;32,94;277,8;0,459
04/09/2022;88,8;4,41;0,5035;0,1584;0,358;0,3126;2,123;0,2855;0,1194;0,00606;0,03577;1,868;0,1038;0,03653;10,25;4,597;0,1571;13,045;7,75;0,295;19,01;14,56;4,24;7,2;1,336;6,73;0,3498;118,3;0,1673;0,687;0,11199;0,505;0,0966;33,46;279,1;0,468
05/09/2022;91,1;4,31;0,4984;0,1565;0,374;0,3045;2,129;0,288;0,1189;0,00599;0,03551;1,931;0,1035;0,03665;10,17;4,501;0,1625;12,633;7,54;0,283;19,44;14,3;4,29;7,37;1,309;6,64;0,3417;125,7;0,1714;0,676;0,10999;0,517;0,0931;32,69;276,9;0,473
06/09/2022;83,6;3,962;0,4625;0,1495;0,432;0,2852;1,941;0,2753;0,1073;0,00551;0,03333;1,911;0,1036;0,03484;9,34;4,174;0,1453;11,779;6,81;0,257;18,21;13,14;4,02;6,77;1,183;6,09;0,3142;112,2;0,1608;0,614;0,09937;0,508;0,0825;28,17;262,5;0,444
07/09/2022;87,5;4,093;0,4787;0,1554;0,42;0,2989;2,038;0,2833;0,1168;0,00558;0,03458;1,848;0,1053;0,03858;9,74;4,366;0,1522;12,929;7,5;0,283;19,01;13,51;4,18;7,1;1,276;6,38;0,3246;118,7;0,1747;0,647;0,10235;0,503;0,0872;33,11;278,9;0,468
08/09/2022;88,2;4,056;0,479;0,1589;0,404;0,3077;2,069;0,2803;0,1181;0,00566;0,03539;1,82;0,11;0,03817;10,02;4,29;0,1551;13,883;7,36;0,281;19,13;13,85;4,22;7,33;1,272;6,34;0,33;126,5;0,1786;0,643;0,10235;0,507;0,0859;33,64;280,5;0,473
09/09/2022;91,2;4,223;0,5022;0,1706;0,415;0,3244;2,188;0,2851;0,1291;0,00583;0,03896;2,048;0,1141;0,03916;10,95;4,322;0,1703;16,128;7,94;0,289;20,38;14,72;4,69;7,56;1,38;6,39;0,3541;132,7;0,1906;0,691;0,10744;0,534;0,0906;37,56;293,4;0,5
10/09/2022;92,7;4,296;0,5121;0,1699;0,419;0,3219;2,21;0,285;0,1288;0,00592;0,03796;1,963;0,114;0,03923;11,07;4,354;0,1673;15,992;7,78;0,287;20,44;14,68;4,87;7,663;1,372;6,46;0,3527;132,6;0,1894;0,68;0,10815;0,526;0,0881;38,54;296,7;0,505
11/09/2022;91,6;4,405;0,5098;0,1722;0,425;0,3266;2,202;0,2879;0,1299;0,0066;0,03799;1,962;0,1183;0,03924;11,29;4,354;0,1676;15,693;7,68;0,282;20,68;14,55;4,74;7,577;1,369;6,57;0,3519;130,3;0,1876;0,676;0,1104;0,514;0,0864;38,1;295,3;0,511
12/09/2022;90,9;4,238;0,5012;0,174;0,408;0,3236;2,172;0,2836;0,1283;0,0062;0,03755;1,93;0,1166;0,03976;10,73;4,285;0,1686;15,528;7,44;0,293;21,38;14,24;4,71;7,123;1,354;6,38;0,3544;129;0,1869;0,672;0,10482;0,514;0,0886;37,66;294,1;0,495
13/09/2022;83;4,082;0,4635;0,1585;0,401;0,2965;2,024;0,2765;0,1165;0,00562;0,03374;1,735;0,1037;0,03596;9,71;4,142;0,1504;13,9;7;0,258;18,87;13,17;4,18;6,488;1,246;6,12;0,3219;117,6;0,1791;0,622;0,10084;0,488;0,0817;32,3;277,4;0,462
14/09/2022;83,7;3,938;0,4809;0,1627;0,378;0,303;2,027;0,2742;0,1185;0,0056;0,0344;1,759;0,1053;0,03657;9,8;4,013;0,1514;13,969;7,07;0,253;19,12;13,32;4,25;6,484;1,256;5,87;0,3265;119,9;0,294;0,628;0,11041;0,486;0,0812;32,98;279,3;0,489
15/09/2022;78,5;3,752;0,4662;0,1597;0,357;0,2949;1,97;0,2755;0,1116;0,00541;0,03282;1,659;0,1021;0,03561;9,75;3,815;0,1444;14,897;6,64;0,242;18,21;12,7;4,08;5,99;1,205;5,59;0,3149;117,6;0,2231;0,593;0,09942;0,458;0,0832;30,45;271,1;0,468
16/09/2022;79,3;3,867;0,4746;0,157;0,346;0,2979;1,996;0,2671;0,1124;0,0053;0,033;1,721;0,1027;0,03522;10,14;3,874;0,1432;16,605;6,65;0,245;18,05;12,83;4,05;5,905;1,237;5,78;0,3208;119,5;0,2067;0,586;0,09848;0,47;0,0838;31,33;274,9;0,463
17/09/2022;81,4;3,989;0,4859;0,1644;0,357;0,311;2,029;0,2727;0,1159;0,00543;0,03454;1,75;0,1041;0,0359;10,19;3,983;0,1483;16,405;7,01;0,251;18,48;13,16;4,2;6,012;1,294;5,91;0,3297;122,1;0,2075;0,617;0,10171;0,481;0,0866;32,27;279,1;0,477
18/09/2022;73;3,699;0,4477;0,157;0,315;0,293;1,81;0,2832;0,1063;0,00501;0,03077;1,621;0,098;0,03323;9,43;3,731;0,1329;14,693;6,15;0,219;16,7;12,04;3,99;5,484;1,165;5,56;0,3035;111,8;0,1919;0,552;0,09406;0,44;0,079;29,7;266,2;0,44
19/09/2022;76,4;3,746;0,4527;0,1586;0,326;0,3171;1,831;0,3031;0,1078;0,00501;0,03132;1,683;0,099;0,03388;9,62;3,728;0,1353;15,62;6,53;0,228;17,28;12,29;4;5,701;1,168;5,75;0,3049;112;0,1932;0,572;0,09354;0,451;0,0808;30,7;271,9;0,446
20/09/2022;74;3,631;0,4422;0,1594;0,311;0,3297;1,787;0,2801;0,1056;0,00487;0,0299;1,661;0,0967;0,03335;9,52;3,561;0,1353;13,919;6,33;0,22;16,65;12,42;3,83;5,322;1,142;5,52;0,2994;112,8;0,1879;0,555;0,09132;0,426;0,0796;28,91;266,3;0,428
21/09/2022;71,6;3,588;0,4389;0,1628;0,306;0,3352;1,674;0,2781;0,1032;0,00486;0,02897;1,606;0,0957;0,03205;9,2;3,59;0,1298;13,39;6,28;0,216;16,55;11,78;3,62;5,159;1,097;5,55;0,2879;108,9;0,1791;0,542;0,09045;0,42;0,0781;28,2;264;0,417
22/09/2022;76,7;3,814;0,4584;0,1656;0,322;0,3699;1,791;0,2862;0,1116;0,00496;0,03063;1,669;0,0995;0,03387;10,08;3,786;0,1392;14,633;6,68;0,227;17,68;12,36;3,78;5,37;1,179;5,93;0,3087;116,5;0,1841;0,576;0,09364;0,435;0,0819;31,84;275,3;0,437
23/09/2022;77,1;4,236;0,4618;0,1632;0,319;0,3991;1,776;0,2824;0,1128;0,005;0,03074;1,649;0,1005;0,03382;10,19;4,117;0,1386;14,223;6,79;0,222;17,97;13,16;3,74;5,359;1,172;6,37;0,3137;120,1;0,1892;0,576;0,09368;0,431;0,0839;32,22;276,7;0,437
24/09/2022;75;3,917;0,4511;0,1626;0,319;0,3853;1,735;0,2796;0,1074;0,00493;0,0301;1,628;0,0997;0,03346;9,74;3,923;0,138;13,635;6,56;0,216;17,6;12,69;3,55;5,331;1,19;6,03;0,3072;117,3;0,1924;0,564;0,09259;0,416;0,0804;31,83;274,4;0,436
25/09/2022;73,6;3,981;0,4464;0,1675;0,335;0,3882;1,688;0,2848;0,1039;0,00478;0,02938;1,597;0,0977;0,0332;9,35;4,058;0,1346;13,976;6,34;0,212;17,32;12,38;3,47;5,215;1,219;6,13;0,3004;113,5;0,1847;0,552;0,09069;0,415;0,0795;31,48;274,3;0,435
26/09/2022;76,2;3,902;0,4473;0,1718;0,327;0,3686;1,721;0,3035;0,1056;0,00488;0,03066;1,651;0,0981;0,03383;9,47;3,87;0,1354;13,913;6,47;0,218;17,57;12,5;3,6;5,357;1,213;5,99;0,3009;116,3;0,1852;0,56;0,09302;0,429;0,0815;32,08;276,1;0,443
27/09/2022;76,6;3,933;0,4411;0,1669;0,318;0,3521;1,68;0,295;0,1071;0,00484;0,0302;1,674;0,0969;0,03352;9,43;3,918;0,1375;13,491;6,5;0,212;17,3;12,33;3,47;5,297;1,209;6,11;0,2982;114,3;0,1841;0,558;0,09315;0,413;0,0813;30,81;272,3;0,448
28/09/2022;76,8;3,863;0,4361;0,1673;0,317;0,3494;1,699;0,2963;0,1112;0,0048;0,0303;1,686;0,0984;0,03353;9,3;3,851;0,1391;12,997;6,49;0,214;17,26;12,5;3,49;5,371;1,218;6;0,3019;114,1;0,1829;0,558;0,09317;0,417;0,0831;33,72;281,6;0,446
29/09/2022;76,9;3,906;0,4381;0,1685;0,324;0,3549;1,708;0,2941;0,1159;0,0048;0,03111;1,665;0,098;0,0337;9,09;3,892;0,1502;12,771;6,45;0,214;17,35;12,73;3,84;5,337;1,229;6,08;0,3071;116,9;0,184;0,565;0,14001;0,428;0,0822;34,58;284,1;0,44
30/09/2022;74,6;3,882;0,4347;0,1693;0,322;0,3535;1,711;0,2999;0,1121;0,00488;0,03049;1,692;0,0971;0,03375;9,35;3,848;0,1668;13,024;6,46;0,214;17,2;12,57;3,67;5,342;1,226;6,03;0,3031;120,1;0,1819;0,593;0,11061;0,417;0,0894;34,93;284,8;0,431
01/10/2022;74,5;3,867;0,43;0,1703;0,318;0,3548;1,71;0,2959;0,1139;0,00488;0,03044;1,676;0,0956;0,03368;9,27;3,844;0,1576;12,682;6,64;0,214;16,95;12,55;3,58;5,255;1,244;6,01;0,2999;117,1;0,1846;0,576;0,10384;0,411;0,0863;34,28;282,9;0,427
02/10/2022;72,6;3,642;0,4194;0,1713;0,315;0,3543;1,661;0,2835;0,1089;0,00482;0,02994;1,607;0,0939;0,03305;9,05;3,691;0,1593;11,992;6,37;0,207;16,53;12,15;3,46;5,017;1,182;5,81;0,2912;114,3;0,1801;0,599;0,10065;0,397;0,0901;34,82;284,7;0,424
03/10/2022;75,5;3,764;0,4276;0,1695;0,321;0,3544;1,762;0,2901;0,1143;0,00503;0,03064;1,677;0,0953;0,03375;9,48;3,74;0,1522;12,855;6,7;0,216;17,14;12,69;3,57;5,141;1,23;5,87;0,3012;116,3;0,1844;0,616;0,10271;0,399;0,0885;35,63;286,9;0,434
04/10/2022;78,9;3,767;0,4355;0,174;0,331;0,3577;1,778;0,3011;0,1169;0,00509;0,03107;1,721;0,0969;0,03437;9,66;3,762;0,1487;13,019;6,72;0,22;17,44;12,98;3,72;5,24;1,249;5,82;0,309;121,1;0,1844;0,604;0,10284;0,412;0,0872;38,75;296,2;0,444
05/10/2022;78,8;3,692;0,4309;0,1744;0,33;0,3538;1,761;0,2984;0,1164;0,00514;0,03094;1,706;0,0962;0,03417;9,53;3,721;0,15;13,005;6,56;0,215;17,39;12,76;3,73;5,188;1,226;5,73;0,3047;122,1;0,184;0,6;0,10262;0,403;0,0858;38,23;294,2;0,44
06/10/2022;77,5;3,738;0,4288;0,17;0,337;0,3491;1,725;0,2939;0,1143;0,00502;0,03075;1,685;0,0963;0,03387;9,13;3,902;0,1505;13,016;6,47;0,209;17,04;12,69;3,65;5,195;1,226;5,71;0,3023;118,4;0,1807;0,593;0,10081;0,397;0,0839;36,63;287;0,439
